"ID";"DESCRIPTION";"REACTION";"GPR";"REVERSIBLE";"LOWER.BOUND";"UPPER.BOUND";"OBJECTIVE"
"r1556";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"gly[e] + hom_L[c] <=> gly[c] + hom_L[e] ";"( 8140 )";1;-1000;1000;0
"r1557";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"gly[e] + ile_L[c] <=> gly[c] + ile_L[e] ";"( 8140 )";1;-1000;1000;0
"r1559";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + ser_L[c] <=> ala_L[c] + ser_L[e] ";"( 8140 )";1;-1000;1000;0
"r1560";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + met_L[c] <=> ala_L[c] + met_L[e] ";"( 8140 )";1;-1000;1000;0
"r1561";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + trp_L[c] <=> ala_L[c] + trp_L[e] ";"( 8140 )";1;-1000;1000;0
"r1562";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + phe_L[c] <=> ala_L[c] + phe_L[e] ";"( 8140 )";1;-1000;1000;0
"r1563";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + tyr_L[c] <=> ala_L[c] + tyr_L[e] ";"( 8140 )";1;-1000;1000;0
"r1564";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + cys_L[c] <=> ala_L[c] + cys_L[e] ";"( 8140 )";1;-1000;1000;0
"r1565";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + leu_L[c] <=> ala_L[c] + leu_L[e] ";"( 8140 )";1;-1000;1000;0
"r1566";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + pro_L[c] <=> ala_L[c] + pro_L[e] ";"( 8140 )";1;-1000;1000;0
"r1567";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + asn_L[c] <=> ala_L[c] + asn_L[e] ";"( 8140 )";1;-1000;1000;0
"r1568";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + val_L[c] <=> ala_L[c] + val_L[e] ";"( 8140 )";1;-1000;1000;0
"r1569";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + thr_L[c] <=> ala_L[c] + thr_L[e] ";"( 8140 )";1;-1000;1000;0
"r1570";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + hom_L[c] <=> ala_L[c] + hom_L[e] ";"( 8140 )";1;-1000;1000;0
"r1571";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ala_L[e] + ile_L[c] <=> ala_L[c] + ile_L[e] ";"( 8140 )";1;-1000;1000;0
"r1573";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"gln_L[e] + met_L[c] <=> gln_L[c] + met_L[e] ";"( 8140 )";1;-1000;1000;0
"r1574";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"gln_L[e] + trp_L[c] <=> gln_L[c] + trp_L[e] ";"( 8140 )";1;-1000;1000;0
"r1575";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"gln_L[e] + phe_L[c] <=> gln_L[c] + phe_L[e] ";"( 8140 )";1;-1000;1000;0
"r1576";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"gln_L[e] + tyr_L[c] <=> gln_L[c] + tyr_L[e] ";"( 8140 )";1;-1000;1000;0
"r1578";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"gln_L[e] + leu_L[c] <=> gln_L[c] + leu_L[e] ";"( 8140 )";1;-1000;1000;0
"r1579";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"gln_L[e] + pro_L[c] <=> gln_L[c] + pro_L[e] ";"( 8140 )";1;-1000;1000;0
"r1580";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[c] + gln_L[e] <=> asn_L[e] + gln_L[c] ";"( 8140 )";1;-1000;1000;0
"r1581";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"gln_L[e] + val_L[c] <=> gln_L[c] + val_L[e] ";"( 8140 )";1;-1000;1000;0
"r1583";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"gln_L[e] + hom_L[c] <=> gln_L[c] + hom_L[e] ";"( 8140 )";1;-1000;1000;0
"r1584";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"gln_L[e] + ile_L[c] <=> gln_L[c] + ile_L[e] ";"( 8140 )";1;-1000;1000;0
"r1585";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ser_L[e] + met_L[c] <=> ser_L[c] + met_L[e] ";"( 8140 )";1;-1000;1000;0
"r1586";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ser_L[e] + trp_L[c] <=> ser_L[c] + trp_L[e] ";"( 8140 )";1;-1000;1000;0
"r1587";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ser_L[e] + phe_L[c] <=> ser_L[c] + phe_L[e] ";"( 8140 )";1;-1000;1000;0
"r1588";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ser_L[e] + tyr_L[c] <=> ser_L[c] + tyr_L[e] ";"( 8140 )";1;-1000;1000;0
"r1589";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"cys_L[c] + ser_L[e] <=> cys_L[e] + ser_L[c] ";"( 8140 )";1;-1000;1000;0
"r1590";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ser_L[e] + leu_L[c] <=> ser_L[c] + leu_L[e] ";"( 8140 )";1;-1000;1000;0
"r1591";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ser_L[e] + pro_L[c] <=> ser_L[c] + pro_L[e] ";"( 8140 )";1;-1000;1000;0
"r1592";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[c] + ser_L[e] <=> asn_L[e] + ser_L[c] ";"( 8140 )";1;-1000;1000;0
"r1593";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ser_L[e] + val_L[c] <=> ser_L[c] + val_L[e] ";"( 8140 )";1;-1000;1000;0
"r1594";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ser_L[e] + thr_L[c] <=> ser_L[c] + thr_L[e] ";"( 8140 )";1;-1000;1000;0
"r1595";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ser_L[e] + hom_L[c] <=> ser_L[c] + hom_L[e] ";"( 8140 )";1;-1000;1000;0
"r1596";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"ser_L[e] + ile_L[c] <=> ser_L[c] + ile_L[e] ";"( 8140 )";1;-1000;1000;0
"r1597";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"met_L[e] + trp_L[c] <=> met_L[c] + trp_L[e] ";"( 8140 )";1;-1000;1000;0
"r1598";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"met_L[e] + phe_L[c] <=> met_L[c] + phe_L[e] ";"( 8140 )";1;-1000;1000;0
"r1599";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"met_L[e] + tyr_L[c] <=> met_L[c] + tyr_L[e] ";"( 8140 )";1;-1000;1000;0
"r1600";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"cys_L[c] + met_L[e] <=> cys_L[e] + met_L[c] ";"( 8140 )";1;-1000;1000;0
"r1602";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"met_L[e] + pro_L[c] <=> met_L[c] + pro_L[e] ";"( 8140 )";1;-1000;1000;0
"r1603";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[c] + met_L[e] <=> asn_L[e] + met_L[c] ";"( 8140 )";1;-1000;1000;0
"r1604";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"met_L[e] + val_L[c] <=> met_L[c] + val_L[e] ";"( 8140 )";1;-1000;1000;0
"r1605";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"thr_L[c] + met_L[e] <=> thr_L[e] + met_L[c] ";"( 8140 )";1;-1000;1000;0
"r1606";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"met_L[e] + hom_L[c] <=> met_L[c] + hom_L[e] ";"( 8140 )";1;-1000;1000;0
"r1607";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"met_L[e] + ile_L[c] <=> met_L[c] + ile_L[e] ";"( 8140 )";1;-1000;1000;0
"r1608";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"trp_L[e] + phe_L[c] <=> phe_L[e] + trp_L[c] ";"( 8140 )";1;-1000;1000;0
"r1609";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"trp_L[e] + tyr_L[c] <=> tyr_L[e] + trp_L[c] ";"( 8140 )";1;-1000;1000;0
"r1610";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"cys_L[c] + trp_L[e] <=> cys_L[e] + trp_L[c] ";"( 8140 )";1;-1000;1000;0
"r1611";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"trp_L[e] + leu_L[c] <=> leu_L[e] + trp_L[c] ";"( 8140 )";1;-1000;1000;0
"r1612";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"trp_L[e] + pro_L[c] <=> pro_L[e] + trp_L[c] ";"( 8140 )";1;-1000;1000;0
"r1613";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[c] + trp_L[e] <=> asn_L[e] + trp_L[c] ";"( 8140 )";1;-1000;1000;0
"r1614";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"trp_L[e] + val_L[c] <=> val_L[e] + trp_L[c] ";"( 8140 )";1;-1000;1000;0
"r1615";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"thr_L[c] + trp_L[e] <=> thr_L[e] + trp_L[c] ";"( 8140 )";1;-1000;1000;0
"r1616";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"trp_L[e] + hom_L[c] <=> hom_L[e] + trp_L[c] ";"( 8140 )";1;-1000;1000;0
"r1617";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"trp_L[e] + ile_L[c] <=> ile_L[e] + trp_L[c] ";"( 8140 )";1;-1000;1000;0
"r1618";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"phe_L[e] + tyr_L[c] <=> tyr_L[e] + phe_L[c] ";"( 8140 )";1;-1000;1000;0
"r1619";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"cys_L[c] + phe_L[e] <=> cys_L[e] + phe_L[c] ";"( 8140 )";1;-1000;1000;0
"r1620";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"phe_L[e] + leu_L[c] <=> leu_L[e] + phe_L[c] ";"( 8140 )";1;-1000;1000;0
"r1621";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"phe_L[e] + pro_L[c] <=> pro_L[e] + phe_L[c] ";"( 8140 )";1;-1000;1000;0
"r1622";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[c] + phe_L[e] <=> asn_L[e] + phe_L[c] ";"( 8140 )";1;-1000;1000;0
"r1623";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"phe_L[e] + val_L[c] <=> val_L[e] + phe_L[c] ";"( 8140 )";1;-1000;1000;0
"r1624";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"thr_L[c] + phe_L[e] <=> thr_L[e] + phe_L[c] ";"( 8140 )";1;-1000;1000;0
"r1625";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"phe_L[e] + hom_L[c] <=> hom_L[e] + phe_L[c] ";"( 8140 )";1;-1000;1000;0
"r1626";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"phe_L[e] + ile_L[c] <=> ile_L[e] + phe_L[c] ";"( 8140 )";1;-1000;1000;0
"r1627";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"cys_L[c] + tyr_L[e] <=> cys_L[e] + tyr_L[c] ";"( 8140 )";1;-1000;1000;0
"r1628";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"tyr_L[e] + leu_L[c] <=> leu_L[e] + tyr_L[c] ";"( 8140 )";1;-1000;1000;0
"r1629";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"tyr_L[e] + pro_L[c] <=> pro_L[e] + tyr_L[c] ";"( 8140 )";1;-1000;1000;0
"r1630";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[c] + tyr_L[e] <=> asn_L[e] + tyr_L[c] ";"( 8140 )";1;-1000;1000;0
"r1631";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"tyr_L[e] + val_L[c] <=> val_L[e] + tyr_L[c] ";"( 8140 )";1;-1000;1000;0
"r1632";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"thr_L[c] + tyr_L[e] <=> thr_L[e] + tyr_L[c] ";"( 8140 )";1;-1000;1000;0
"r1633";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"tyr_L[e] + hom_L[c] <=> hom_L[e] + tyr_L[c] ";"( 8140 )";1;-1000;1000;0
"r1634";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"tyr_L[e] + ile_L[c] <=> ile_L[e] + tyr_L[c] ";"( 8140 )";1;-1000;1000;0
"r1635";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"cys_L[e] + leu_L[c] <=> cys_L[c] + leu_L[e] ";"( 8140 )";1;-1000;1000;0
"r1636";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"cys_L[e] + pro_L[c] <=> cys_L[c] + pro_L[e] ";"( 8140 )";1;-1000;1000;0
"r1637";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[c] + cys_L[e] <=> asn_L[e] + cys_L[c] ";"( 8140 )";1;-1000;1000;0
"r1638";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"cys_L[e] + val_L[c] <=> cys_L[c] + val_L[e] ";"( 8140 )";1;-1000;1000;0
"r1639";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"cys_L[e] + thr_L[c] <=> cys_L[c] + thr_L[e] ";"( 8140 )";1;-1000;1000;0
"r1640";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"cys_L[e] + hom_L[c] <=> cys_L[c] + hom_L[e] ";"( 8140 )";1;-1000;1000;0
"r1641";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"cys_L[e] + ile_L[c] <=> cys_L[c] + ile_L[e] ";"( 8140 )";1;-1000;1000;0
"r1642";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"leu_L[e] + pro_L[c] <=> pro_L[e] + leu_L[c] ";"( 8140 )";1;-1000;1000;0
"r1643";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[c] + leu_L[e] <=> asn_L[e] + leu_L[c] ";"( 8140 )";1;-1000;1000;0
"r1644";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"leu_L[e] + val_L[c] <=> val_L[e] + leu_L[c] ";"( 8140 )";1;-1000;1000;0
"r1645";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"thr_L[c] + leu_L[e] <=> thr_L[e] + leu_L[c] ";"( 8140 )";1;-1000;1000;0
"r1646";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"leu_L[e] + hom_L[c] <=> hom_L[e] + leu_L[c] ";"( 8140 )";1;-1000;1000;0
"r1647";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"leu_L[e] + ile_L[c] <=> ile_L[e] + leu_L[c] ";"( 8140 )";1;-1000;1000;0
"r1648";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[c] + pro_L[e] <=> asn_L[e] + pro_L[c] ";"( 8140 )";1;-1000;1000;0
"r1649";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"pro_L[e] + val_L[c] <=> val_L[e] + pro_L[c] ";"( 8140 )";1;-1000;1000;0
"r1650";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"thr_L[c] + pro_L[e] <=> thr_L[e] + pro_L[c] ";"( 8140 )";1;-1000;1000;0
"r1651";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"pro_L[e] + hom_L[c] <=> hom_L[e] + pro_L[c] ";"( 8140 )";1;-1000;1000;0
"r1652";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"pro_L[e] + ile_L[c] <=> ile_L[e] + pro_L[c] ";"( 8140 )";1;-1000;1000;0
"r1653";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[e] + val_L[c] <=> asn_L[c] + val_L[e] ";"( 8140 )";1;-1000;1000;0
"r1654";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[e] + thr_L[c] <=> asn_L[c] + thr_L[e] ";"( 8140 )";1;-1000;1000;0
"r1655";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[e] + hom_L[c] <=> asn_L[c] + hom_L[e] ";"( 8140 )";1;-1000;1000;0
"r1656";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"asn_L[e] + ile_L[c] <=> asn_L[c] + ile_L[e] ";"( 8140 )";1;-1000;1000;0
"r1657";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"thr_L[c] + val_L[e] <=> thr_L[e] + val_L[c] ";"( 8140 )";1;-1000;1000;0
"r1658";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"val_L[e] + hom_L[c] <=> hom_L[e] + val_L[c] ";"( 8140 )";1;-1000;1000;0
"r1659";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"val_L[e] + ile_L[c] <=> ile_L[e] + val_L[c] ";"( 8140 )";1;-1000;1000;0
"r1660";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"thr_L[e] + hom_L[c] <=> thr_L[c] + hom_L[e] ";"( 8140 )";1;-1000;1000;0
"r1661";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"thr_L[e] + ile_L[c] <=> thr_L[c] + ile_L[e] ";"( 8140 )";1;-1000;1000;0
"r1662";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1";"hom_L[e] + ile_L[c] <=> ile_L[e] + hom_L[c] ";"( 8140 )";1;-1000;1000;0
"r1664";"Y+LAT2 Utilized transport";"orn[c] + lys_L[e] <=> lys_L[c] + orn[e] ";"( 9057 )";1;-1000;1000;0
"r1665";"Y+LAT2 Utilized transport";"lys_L[e] + his_L[c] <=> lys_L[c] + his_L[e] ";"( 9057 )";1;-1000;1000;0
"r1666";"Y+LAT2 Utilized transport";"lys_L[e] + citr_L[c] <=> lys_L[c] + citr_L[e] ";"( 9057 )";1;-1000;1000;0
"r1667";"Y+LAT2 Utilized transport";"orn[c] + arg_L[e] <=> arg_L[c] + orn[e] ";"( 9057 )";1;-1000;1000;0
"r1668";"Y+LAT2 Utilized transport";"arg_L[e] + his_L[c] <=> arg_L[c] + his_L[e] ";"( 9057 )";1;-1000;1000;0
"r1669";"Y+LAT2 Utilized transport";"arg_L[e] + citr_L[c] <=> arg_L[c] + citr_L[e] ";"( 9057 )";1;-1000;1000;0
"r1670";"Y+LAT2 Utilized transport";"orn[e] + his_L[c] <=> orn[c] + his_L[e] ";"( 9057 )";1;-1000;1000;0
"r1671";"Y+LAT2 Utilized transport";"citr_L[c] + his_L[e] <=> his_L[c] + citr_L[e] ";"( 9057 )";1;-1000;1000;0
"r1677";"Y+LAT2 Utilized transport";"na1[e] + gly[e] + phe_L[c] => na1[c] + gly[c] + phe_L[e] ";"( 9057 )";0;0;1000;0
"r1682";"Y+LAT2 Utilized transport";"na1[e] + asn_L[c] + gly[e] => na1[c] + asn_L[e] + gly[c] ";"( 9057 )";0;0;1000;0
"r1684";"Y+LAT2 Utilized transport";"na1[e] + gly[e] + thr_L[c] => na1[c] + gly[c] + thr_L[e] ";"( 9057 )";0;0;1000;0
"r1685";"Y+LAT2 Utilized transport";"na1[e] + gly[e] + hom_L[c] => na1[c] + gly[c] + hom_L[e] ";"( 9057 )";0;0;1000;0
"r1686";"Y+LAT2 Utilized transport";"na1[e] + gly[e] + ile_L[c] => na1[c] + gly[c] + ile_L[e] ";"( 9057 )";0;0;1000;0
"r1698";"Y+LAT2 Utilized transport";"na1[e] + ala_L[e] + val_L[c] => na1[c] + ala_L[c] + val_L[e] ";"( 9057 )";0;0;1000;0
"r1700";"Y+LAT2 Utilized transport";"na1[e] + ala_L[e] + hom_L[c] => na1[c] + ala_L[c] + hom_L[e] ";"( 9057 )";0;0;1000;0
"r1701";"Y+LAT2 Utilized transport";"na1[e] + ala_L[e] + ile_L[c] => na1[c] + ala_L[c] + ile_L[e] ";"( 9057 )";0;0;1000;0
"r1702";"Y+LAT2 Utilized transport";"na1[e] + gln_L[e] + gly[c] => na1[c] + gln_L[c] + gly[e] ";"( 9057 )";0;0;1000;0
"r1713";"Y+LAT2 Utilized transport";"na1[e] + gln_L[e] + val_L[c] => na1[c] + gln_L[c] + val_L[e] ";"( 9057 )";0;0;1000;0
"r1715";"Y+LAT2 Utilized transport";"na1[e] + gln_L[e] + hom_L[c] => na1[c] + gln_L[c] + hom_L[e] ";"( 9057 )";0;0;1000;0
"r1716";"Y+LAT2 Utilized transport";"na1[e] + gln_L[e] + ile_L[c] => na1[c] + gln_L[c] + ile_L[e] ";"( 9057 )";0;0;1000;0
"r1728";"Y+LAT2 Utilized transport";"na1[e] + ser_L[e] + val_L[c] => na1[c] + ser_L[c] + val_L[e] ";"( 9057 )";0;0;1000;0
"r1730";"Y+LAT2 Utilized transport";"na1[e] + ser_L[e] + hom_L[c] => na1[c] + ser_L[c] + hom_L[e] ";"( 9057 )";0;0;1000;0
"r1731";"Y+LAT2 Utilized transport";"na1[e] + ser_L[e] + ile_L[c] => na1[c] + ser_L[c] + ile_L[e] ";"( 9057 )";0;0;1000;0
"r1742";"Y+LAT2 Utilized transport";"na1[e] + asn_L[c] + met_L[e] => na1[c] + asn_L[e] + met_L[c] ";"( 9057 )";0;0;1000;0
"r1743";"Y+LAT2 Utilized transport";"na1[e] + met_L[e] + val_L[c] => na1[c] + met_L[c] + val_L[e] ";"( 9057 )";0;0;1000;0
"r1745";"Y+LAT2 Utilized transport";"na1[e] + met_L[e] + hom_L[c] => na1[c] + met_L[c] + hom_L[e] ";"( 9057 )";0;0;1000;0
"r1746";"Y+LAT2 Utilized transport";"na1[e] + met_L[e] + ile_L[c] => na1[c] + met_L[c] + ile_L[e] ";"( 9057 )";0;0;1000;0
"r1758";"Y+LAT2 Utilized transport";"na1[e] + trp_L[e] + val_L[c] => na1[c] + val_L[e] + trp_L[c] ";"( 9057 )";0;0;1000;0
"r1760";"Y+LAT2 Utilized transport";"na1[e] + trp_L[e] + hom_L[c] => na1[c] + hom_L[e] + trp_L[c] ";"( 9057 )";0;0;1000;0
"r1761";"Y+LAT2 Utilized transport";"na1[e] + trp_L[e] + ile_L[c] => na1[c] + ile_L[e] + trp_L[c] ";"( 9057 )";0;0;1000;0
"r1773";"Y+LAT2 Utilized transport";"na1[e] + phe_L[e] + val_L[c] => na1[c] + val_L[e] + phe_L[c] ";"( 9057 )";0;0;1000;0
"r1775";"Y+LAT2 Utilized transport";"na1[e] + phe_L[e] + hom_L[c] => na1[c] + hom_L[e] + phe_L[c] ";"( 9057 )";0;0;1000;0
"r1776";"Y+LAT2 Utilized transport";"na1[e] + phe_L[e] + ile_L[c] => na1[c] + ile_L[e] + phe_L[c] ";"( 9057 )";0;0;1000;0
"r1779";"Y+LAT2 Utilized transport";"na1[e] + gln_L[c] + tyr_L[e] => na1[c] + gln_L[e] + tyr_L[c] ";"( 9057 )";0;0;1000;0
"r1822";"Y+LAT2 Utilized transport";"na1[e] + gly[c] + pro_L[e] => na1[c] + gly[e] + pro_L[c] ";"( 9057 )";0;0;1000;0
"r1864";"Y+LAT2 Utilized transport";"na1[e] + thr_L[c] + val_L[e] => na1[c] + thr_L[e] + val_L[c] ";"( 9057 )";0;0;1000;0
"r1920";"Y+LAT2 Utilized transport";"na1[e] + ala_L[e] + his_L[c] => na1[c] + ala_L[c] + his_L[e] ";"( 9057 )";0;0;1000;0
"r1921";"Y+LAT2 Utilized transport";"na1[e] + ala_L[e] + citr_L[c] => na1[c] + ala_L[c] + citr_L[e] ";"( 9057 )";0;0;1000;0
"r1922";"Y+LAT2 Utilized transport";"na1[e] + gln_L[e] + lys_L[c] => na1[c] + gln_L[c] + lys_L[e] ";"( 9057 )";0;0;1000;0
"r1924";"Y+LAT2 Utilized transport";"na1[e] + orn[c] + gln_L[e] => na1[c] + gln_L[c] + orn[e] ";"( 9057 )";0;0;1000;0
"r1931";"Y+LAT2 Utilized transport";"na1[e] + ser_L[e] + citr_L[c] => na1[c] + ser_L[c] + citr_L[e] ";"( 9057 )";0;0;1000;0
"r2005";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15";"thr_L[c] + lys_L[e] => thr_L[e] + lys_L[c] ";"( 11136 )";0;0;1000;0
"r2021";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15";"thr_L[c] + arg_L[e] => thr_L[e] + arg_L[c] ";"( 11136 )";0;0;1000;0
"r2022";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15";"arg_L[e] + hom_L[c] => arg_L[c] + hom_L[e] ";"( 11136 )";0;0;1000;0
"r2026";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15";"gln_L[c] + orn[e] => orn[c] + gln_L[e] ";"( 11136 )";0;0;1000;0
"r2032";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15";"cys_L[c] + orn[e] => orn[c] + cys_L[e] ";"( 11136 )";0;0;1000;0
"r2035";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15";"asn_L[c] + orn[e] => orn[c] + asn_L[e] ";"( 11136 )";0;0;1000;0
"r2070";"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15";"hom_L[c] + citr_L[e] => citr_L[c] + hom_L[e] ";"( 11136 )";0;0;1000;0
"r2079";"Major Facilitator(MFS) TCDB:2.A.1.13.1";"acac[c] + pyr[e] <=> pyr[c] + acac[e] ";"( 6566 )";1;-1000;1000;0
