"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"HMR_0395"	"HMR_0395"	"(1) 12,15,18,21-tetracosatetraenoic acid[c] + (1) ATP[c] + (1) H2O[c] --> (1) 12,15,18,21-tetracosatetraenoic acid[e] + (1) ADP[c] + (1) Pi[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0396"	"HMR_0396"	"(1) linoleate[e] --> (1) linoleate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0399"	"HMR_0399"	"(1) ATP[c] + (1) H2O[c] + (1) linoleate[c] --> (1) ADP[c] + (1) Pi[c] + (1) linoleate[e]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0400"	"HMR_0400"	"(1) gamma-linolenate[e] --> (1) gamma-linolenate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0403"	"HMR_0403"	"(1) ATP[c] + (1) H2O[c] + (1) gamma-linolenate[c] --> (1) ADP[c] + (1) Pi[c] + (1) gamma-linolenate[e]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0404"	"HMR_0404"	"(1) dihomo-gamma-linolenate[e] --> (1) dihomo-gamma-linolenate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0407"	"HMR_0407"	"(1) ATP[c] + (1) H2O[c] + (1) dihomo-gamma-linolenate[c] --> (1) ADP[c] + (1) Pi[c] + (1) dihomo-gamma-linolenate[e]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0408"	"HMR_0408"	"(1) arachidonate[e] --> (1) arachidonate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0411"	"HMR_0411"	"(1) ATP[c] + (1) H2O[c] + (1) arachidonate[c] --> (1) ADP[c] + (1) Pi[c] + (1) arachidonate[e]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0412"	"HMR_0412"	"(1) adrenic acid[e] --> (1) adrenic acid[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0415"	"HMR_0415"	"(1) ATP[c] + (1) H2O[c] + (1) adrenic acid[c] --> (1) ADP[c] + (1) Pi[c] + (1) adrenic acid[e]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0416"	"HMR_0416"	"(1) (9Z,12Z,15Z,18Z)-TTA[e] --> (1) (9Z,12Z,15Z,18Z)-TTA[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0419"	"HMR_0419"	"(1) (9Z,12Z,15Z,18Z)-TTA[c] + (1) ATP[c] + (1) H2O[c] --> (1) (9Z,12Z,15Z,18Z)-TTA[e] + (1) ADP[c] + (1) Pi[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0420"	"HMR_0420"	"(1) (6Z,9Z,12Z,15Z,18Z)-TPA[e] --> (1) (6Z,9Z,12Z,15Z,18Z)-TPA[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0423"	"HMR_0423"	"(1) (6Z,9Z,12Z,15Z,18Z)-TPA[c] + (1) ATP[c] + (1) H2O[c] --> (1) (6Z,9Z,12Z,15Z,18Z)-TPA[e] + (1) ADP[c] + (1) Pi[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0424"	"HMR_0424"	"(1) (4Z,7Z,10Z,13Z,16Z)-DPA[e] --> (1) (4Z,7Z,10Z,13Z,16Z)-DPA[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0427"	"HMR_0427"	"(1) (4Z,7Z,10Z,13Z,16Z)-DPA[c] + (1) ATP[c] + (1) H2O[c] --> (1) (4Z,7Z,10Z,13Z,16Z)-DPA[e] + (1) ADP[c] + (1) Pi[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0428"	"HMR_0428"	"(1) (11Z,14Z)-eicosadienoic acid[e] --> (1) (11Z,14Z)-eicosadienoic acid[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0431"	"HMR_0431"	"(1) (11Z,14Z)-eicosadienoic acid[c] + (1) ATP[c] + (1) H2O[c] --> (1) (11Z,14Z)-eicosadienoic acid[e] + (1) ADP[c] + (1) Pi[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0432"	"HMR_0432"	"(1) (13Z,16Z)-docosadienoic acid[e] --> (1) (13Z,16Z)-docosadienoic acid[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0435"	"HMR_0435"	"(1) (13Z,16Z)-docosadienoic acid[c] + (1) ATP[c] + (1) H2O[c] --> (1) (13Z,16Z)-docosadienoic acid[e] + (1) ADP[c] + (1) Pi[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0436"	"HMR_0436"	"(1) 10,13,16-docosatriynoic acid[e] --> (1) 10,13,16-docosatriynoic acid[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0439"	"HMR_0439"	"(1) 10,13,16-docosatriynoic acid[c] + (1) ATP[c] + (1) H2O[c] --> (1) 10,13,16-docosatriynoic acid[e] + (1) ADP[c] + (1) Pi[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0476"	"HMR_0476"	"(1) ATP[c] + (1) H2O[c] + (1) PC-LD pool[c] --> (1) ADP[c] + (1) PC-LD pool[e] + (1) Pi[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_0770"	"HMR_0770"	"(1) glucosylceramide pool[c] <==> (1) glucosylceramide pool[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1082"	"HMR_1082"	"(1) leukotriene C4[c] --> (1) leukotriene C4[e]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1898"	"HMR_1898"	"(1) HCO3-[c] + (1) glutathionyl-leukotriene C4[c] + (1) noradrenaline[e] <==> (1) HCO3-[e] + (1) glutathionyl-leukotriene C4[e] + (1) noradrenaline[c]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1899"	"HMR_1899"	"(1) HCO3-[c] + (1) S-glutathionyl-2-4-dinitrobenzene[c] + (1) noradrenaline[e] <==> (1) HCO3-[e] + (1) S-glutathionyl-2-4-dinitrobenzene[e] + (1) noradrenaline[c]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1900"	"HMR_1900"	"(1) HCO3-[c] + (1) S-glutathionyl-ethacrynic acid[c] + (1) noradrenaline[e] <==> (1) HCO3-[e] + (1) S-glutathionyl-ethacrynic acid[e] + (1) noradrenaline[c]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1901"	"HMR_1901"	"(1) HCO3-[c] + (1) glutathionyl-leukotriene C4[c] + (1) serotonin[e] <==> (1) HCO3-[e] + (1) glutathionyl-leukotriene C4[e] + (1) serotonin[c]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1902"	"HMR_1902"	"(1) HCO3-[c] + (1) S-glutathionyl-2-4-dinitrobenzene[c] + (1) serotonin[e] <==> (1) HCO3-[e] + (1) S-glutathionyl-2-4-dinitrobenzene[e] + (1) serotonin[c]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1903"	"HMR_1903"	"(1) HCO3-[c] + (1) S-glutathionyl-ethacrynic acid[c] + (1) serotonin[e] <==> (1) HCO3-[e] + (1) S-glutathionyl-ethacrynic acid[e] + (1) serotonin[c]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1904"	"HMR_1904"	"(1) HCO3-[c] + (1) acetylcholine[e] + (1) glutathionyl-leukotriene C4[c] <==> (1) HCO3-[e] + (1) acetylcholine[c] + (1) glutathionyl-leukotriene C4[e]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1905"	"HMR_1905"	"(1) HCO3-[c] + (1) S-glutathionyl-2-4-dinitrobenzene[c] + (1) acetylcholine[e] <==> (1) HCO3-[e] + (1) S-glutathionyl-2-4-dinitrobenzene[e] + (1) acetylcholine[c]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1906"	"HMR_1906"	"(1) HCO3-[c] + (1) S-glutathionyl-ethacrynic acid[c] + (1) acetylcholine[e] <==> (1) HCO3-[e] + (1) S-glutathionyl-ethacrynic acid[e] + (1) acetylcholine[c]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1907"	"HMR_1907"	"(1) HCO3-[c] + (1) dopamine[e] + (1) glutathionyl-leukotriene C4[c] <==> (1) HCO3-[e] + (1) dopamine[c] + (1) glutathionyl-leukotriene C4[e]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1908"	"HMR_1908"	"(1) HCO3-[c] + (1) S-glutathionyl-2-4-dinitrobenzene[c] + (1) dopamine[e] <==> (1) HCO3-[e] + (1) S-glutathionyl-2-4-dinitrobenzene[e] + (1) dopamine[c]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1909"	"HMR_1909"	"(1) HCO3-[c] + (1) S-glutathionyl-ethacrynic acid[c] + (1) dopamine[e] <==> (1) HCO3-[e] + (1) S-glutathionyl-ethacrynic acid[e] + (1) dopamine[c]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1911"	"HMR_1911"	"(1) ATP[c] + (1) H2O[c] + (1) cholesterol[c] --> (1) ADP[c] + (1) Pi[c] + (1) cholesterol[e]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_1914"	"HMR_1914"	"(1) HCO3-[c] + (1) sulfate[e] --> (1) HCO3-[e] + (1) sulfate[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_3858"	"HMR_3858"	"(1) D-lactate[e] + (1) H[e] --> (1) D-lactate[c] + (1) H[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_3916"	"HMR_3916"	"(1) 5-methyl-THF[c] <==> (1) 5-methyl-THF[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4321"	"HMR_4321"	"(1) fructose[c] <==> (1) fructose[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4691"	"HMR_4691"	"(1) 4-aminobutyrate[e] + (2) Na[e] --> (1) 4-aminobutyrate[c] + (2) Na[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4721"	"HMR_4721"	"(1) Na[e] + (1) pantothenate[e] --> (1) Na[c] + (1) pantothenate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4844"	"HMR_4844"	"(1) adenosine[c] + (1) inosine[e] <==> (1) adenosine[e] + (1) inosine[c]"	"reversible"	"c, e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4845"	"HMR_4845"	"(1) Na[e] + (1) adenosine[e] --> (1) Na[c] + (1) adenosine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4847"	"HMR_4847"	"(1) adenine[c] <==> (1) adenine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4848"	"HMR_4848"	"(1) hypoxanthine[c] <==> (1) hypoxanthine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4849"	"HMR_4849"	"(1) citrulline[c] <==> (1) citrulline[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4858"	"HMR_4858"	"(1) galactose[c] <==> (1) galactose[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4861"	"HMR_4861"	"(1) inositol[c] <==> (1) inositol[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4882"	"HMR_4882"	"(1) uracil[c] <==> (1) uracil[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4885"	"HMR_4885"	"(1) H2O[c] <==> (1) H2O[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4911"	"HMR_4911"	"(3) Na[e] + (2) Pi[e] --> (3) Na[c] + (2) Pi[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4912"	"HMR_4912"	"(2) Na[e] + (1) Pi[e] --> (2) Na[c] + (1) Pi[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4928"	"HMR_4928"	"(1) H[e] + (1) pyruvate[e] --> (1) H[c] + (1) pyruvate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4931"	"HMR_4931"	"(1) cystine[e] + (1) glutamate[c] --> (1) cystine[c] + (1) glutamate[e]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4932"	"HMR_4932"	"(1) H[e] + (1) K[c] + (3) Na[e] + (1) glutamate[e] --> (1) H[c] + (1) K[e] + (3) Na[c] + (1) glutamate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4933"	"HMR_4933"	"(1) AKG[e] + (1) Na[e] --> (1) AKG[c] + (1) Na[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4935"	"HMR_4935"	"(1) H[e] + (1) acetate[e] --> (1) H[c] + (1) acetate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4938"	"HMR_4938"	"(3) Na[e] + (1) succinate[e] --> (3) Na[c] + (1) succinate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4946"	"HMR_4946"	"(2) HCO3-[c] + (1) sulfate[e] --> (2) HCO3-[e] + (1) sulfate[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4949"	"HMR_4949"	"(1) urea[c] <==> (1) urea[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4954"	"HMR_4954"	"(1) choline[c] <==> (1) choline[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4956"	"HMR_4956"	"(1) K[e] + (1) Na[e] + (2) chloride[e] --> (1) K[c] + (1) Na[c] + (2) chloride[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4973"	"HMR_4973"	"(1) mannose[c] <==> (1) mannose[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4976"	"HMR_4976"	"(1) H[e] + (1) acetoacetate[e] --> (1) H[c] + (1) acetoacetate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4980"	"HMR_4980"	"(1) thymine[c] <==> (1) thymine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4985"	"HMR_4985"	"(1) guanine[c] <==> (1) guanine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4996"	"HMR_4996"	"(1) glucosamine[e] --> (1) glucosamine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_4999"	"HMR_4999"	"(1) histamine[c] <==> (1) histamine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5003"	"HMR_5003"	"(1) cytidine[c] <==> (1) cytidine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5008"	"HMR_5008"	"(1) deoxyuridine[c] <==> (1) deoxyuridine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5018"	"HMR_5018"	"(1) (R)-3-hydroxybutanoate[e] + (1) H[e] --> (1) (R)-3-hydroxybutanoate[c] + (1) H[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5021"	"HMR_5021"	"(1) Na[e] + (1) ascorbate[e] --> (1) Na[c] + (1) ascorbate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5029"	"HMR_5029"	"(1) glucose[c] <==> (1) glucose[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5032"	"HMR_5032"	"(1) adenosine[c] <==> (1) adenosine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5034"	"HMR_5034"	"(1) thymidine[c] <==> (1) thymidine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5035"	"HMR_5035"	"(1) uridine[c] <==> (1) uridine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5037"	"HMR_5037"	"(1) guanosine[c] <==> (1) guanosine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5041"	"HMR_5041"	"(1) Na[e] + (1) deoxyguanosine[e] --> (1) Na[c] + (1) deoxyguanosine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5042"	"HMR_5042"	"(1) inosine[c] <==> (1) inosine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5068"	"HMR_5068"	"(1) arginine[e] --> (1) arginine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5070"	"HMR_5070"	"(1) histidine[c] <==> (1) histidine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5071"	"HMR_5071"	"(1) lysine[e] --> (1) lysine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5073"	"HMR_5073"	"(1) methionine[c] --> (1) methionine[e]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5074"	"HMR_5074"	"(1) tyrosine[c] <==> (1) tyrosine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5076"	"HMR_5076"	"(1) glycine[e] --> (1) glycine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5077"	"HMR_5077"	"(1) alanine[e] --> (1) alanine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5078"	"HMR_5078"	"(1) glutamine[c] <==> (1) glutamine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5079"	"HMR_5079"	"(1) serine[e] --> (1) serine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5080"	"HMR_5080"	"(1) tryptophan[c] <==> (1) tryptophan[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5082"	"HMR_5082"	"(1) phenylalanine[c] <==> (1) phenylalanine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5084"	"HMR_5084"	"(1) cysteine[e] --> (1) cysteine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5085"	"HMR_5085"	"(1) leucine[c] <==> (1) leucine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5087"	"HMR_5087"	"(1) proline[c] --> (1) proline[e]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5088"	"HMR_5088"	"(1) asparagine[e] --> (1) asparagine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5089"	"HMR_5089"	"(1) valine[c] <==> (1) valine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5091"	"HMR_5091"	"(1) threonine[e] --> (1) threonine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5092"	"HMR_5092"	"(1) isoleucine[c] <==> (1) isoleucine[e]"	"reversible"	"e"	"-1000"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5094"	"HMR_5094"	"(1) ornithine[e] --> (1) ornithine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5129"	"HMR_5129"	"(1) Na[e] + (1) guanosine[e] --> (1) Na[c] + (1) guanosine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5241"	"HMR_5241"	"(1) VLDL remnant[e] --> (1) VLDL remnant[l]"	"irreversible"	"e, l"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5246"	"HMR_5246"	"(1) chylomicron remnant[e] --> (1) chylomicron remnant[l]"	"irreversible"	"e, l"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5295"	"HMR_5295"	"(1) ATP[c] + (1) H2O[c] + (1) K[e] + (1) Na[c] --> (1) ADP[c] + (1) K[c] + (1) Na[e] + (1) Pi[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5305"	"HMR_5305"	"(1) Na[e] + (1) alanine[e] --> (1) Na[c] + (1) alanine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5307"	"HMR_5307"	"(1) H[c] + (2) Na[e] + (1) alanine[e] --> (1) H[e] + (2) Na[c] + (1) alanine[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5308"	"HMR_5308"	"(1) Na[e] + (1) glutamine[e] --> (1) Na[c] + (1) glutamine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5310"	"HMR_5310"	"(1) H[c] + (2) Na[e] + (1) glutamine[e] --> (1) H[e] + (2) Na[c] + (1) glutamine[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5311"	"HMR_5311"	"(1) Na[e] + (1) asparagine[e] --> (1) Na[c] + (1) asparagine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5313"	"HMR_5313"	"(1) H[c] + (2) Na[e] + (1) asparagine[e] --> (1) H[e] + (2) Na[c] + (1) asparagine[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5314"	"HMR_5314"	"(1) Na[e] + (1) valine[e] --> (1) Na[c] + (1) valine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5315"	"HMR_5315"	"(1) Na[e] + (1) leucine[e] --> (1) Na[c] + (1) leucine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5316"	"HMR_5316"	"(1) Na[e] + (1) isoleucine[e] --> (1) Na[c] + (1) isoleucine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5319"	"HMR_5319"	"(1) Na[e] + (1) phenylalanine[e] --> (1) Na[c] + (1) phenylalanine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5320"	"HMR_5320"	"(1) Na[e] + (1) glycine[e] --> (1) Na[c] + (1) glycine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5322"	"HMR_5322"	"(1) Na[e] + (1) proline[e] --> (1) Na[c] + (1) proline[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5324"	"HMR_5324"	"(1) Na[e] + (1) methionine[e] --> (1) Na[c] + (1) methionine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5326"	"HMR_5326"	"(1) Na[e] + (1) threonine[e] --> (1) Na[c] + (1) threonine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5328"	"HMR_5328"	"(1) Na[e] + (1) aspartate[e] --> (1) Na[c] + (1) aspartate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5330"	"HMR_5330"	"(1) Na[e] + (1) glutamate[e] --> (1) Na[c] + (1) glutamate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5332"	"HMR_5332"	"(1) ATP[c] + (1) H2O[c] + (1) glutamate[c] --> (1) ADP[c] + (1) Pi[c] + (1) glutamate[e]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5333"	"HMR_5333"	"(1) Na[e] + (1) histidine[e] --> (1) Na[c] + (1) histidine[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5335"	"HMR_5335"	"(1) H[c] + (2) Na[e] + (1) histidine[e] --> (1) H[e] + (2) Na[c] + (1) histidine[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5413"	"HMR_5413"	"(1) H[e] + (1) Pi[e] --> (1) H[c] + (1) Pi[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5429"	"HMR_5429"	"(1) ATP[c] + (1) H2O[c] + (2) K[e] + (3) Na[c] --> (1) ADP[c] + (2) K[c] + (3) Na[e] + (1) Pi[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5430"	"HMR_5430"	"(1) H[c] + (1) Na[e] --> (1) H[e] + (1) Na[c]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5432"	"HMR_5432"	"(1) HCO3-[c] + (1) Na[c] --> (1) HCO3-[e] + (1) Na[e]"	"irreversible"	"c, e"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5435"	"HMR_5435"	"(2) Na[e] + (1) taurolithocholate[e] --> (2) Na[c] + (1) taurolithocholate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5436"	"HMR_5436"	"(2) Na[e] + (1) glycolithocholate[e] --> (2) Na[c] + (1) glycolithocholate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
"HMR_5437"	"HMR_5437"	"(2) Na[e] + (1) tauroursodeoxycholate[e] --> (2) Na[c] + (1) tauroursodeoxycholate[c]"	"irreversible"	"e, c"	"0"	"1000"	"0"	""	"Transport, extracellular"
